172.17.0.1 - - [24/May/2020:19:58:57 +0000] "HEAD / HTTP/1.1" 302 0 "-" "curl/7.61.1"
172.17.0.1 - - [24/May/2020:19:59:01 +0000] "GET / HTTP/1.1" 302 5 "-" "curl/7.61.1"
172.17.0.1 - - [24/May/2020:20:03:49 +0000] "GET / HTTP/1.1" 302 5 "-" "curl/7.61.1"
172.17.0.1 - - [24/May/2020:20:03:54 +0000] "GET /index.php HTTP/1.1" 302 5 "-" "curl/7.61.1"
73.231.121.206 - - [24/May/2020:20:08:08 +0000] "GET / HTTP/1.1" 302 5 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
167.71.117.147 - - [24/May/2020:20:08:09 +0000] "GET / HTTP/1.1" 302 5 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
73.231.121.206 - - [24/May/2020:20:08:09 +0000] "GET /wp-admin/install.php HTTP/1.1" 200 9591 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
73.231.121.206 - - [24/May/2020:20:08:09 +0000] "GET /wp-includes/css/buttons.min.css?ver=4.7.1 HTTP/1.1" 200 6361 "http://54.215.185.191/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
73.231.121.206 - - [24/May/2020:20:08:09 +0000] "GET /wp-admin/css/install.min.css?ver=4.7.1 HTTP/1.1" 200 5966 "http://54.215.185.191/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
73.231.121.206 - - [24/May/2020:20:08:09 +0000] "GET /wp-includes/css/dashicons.min.css?ver=4.7.1 HTTP/1.1" 200 46364 "http://54.215.185.191/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
73.231.121.206 - - [24/May/2020:20:08:09 +0000] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1 HTTP/1.1" 200 10056 "http://54.215.185.191/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
73.231.121.206 - - [24/May/2020:20:08:09 +0000] "GET /wp-admin/js/language-chooser.min.js?ver=4.7.1 HTTP/1.1" 200 374 "http://54.215.185.191/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
167.71.117.147 - - [24/May/2020:20:08:09 +0000] "GET /wp-admin/install.php HTTP/1.1" 200 9591 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
73.231.121.206 - - [24/May/2020:20:08:09 +0000] "GET /wp-includes/js/jquery/jquery.js?ver=1.12.4 HTTP/1.1" 200 97184 "http://54.215.185.191/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
167.71.117.147 - - [24/May/2020:20:08:10 +0000] "GET /wp-admin/install.php HTTP/1.1" 200 9591 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
73.231.121.206 - - [24/May/2020:20:08:10 +0000] "GET /wp-admin/images/wordpress-logo.svg?ver=20131107 HTTP/1.1" 200 1521 "http://54.215.185.191/wp-admin/css/install.min.css?ver=4.7.1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
73.231.121.206 - - [24/May/2020:20:08:10 +0000] "GET /wp-admin/images/spinner.gif HTTP/1.1" 200 4162 "http://54.215.185.191/wp-admin/css/install.min.css?ver=4.7.1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
73.231.121.206 - - [24/May/2020:20:08:10 +0000] "GET /favicon.ico HTTP/1.1" 200 5 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
167.71.117.147 - - [24/May/2020:20:08:10 +0000] "GET /wp-includes/css/dashicons.min.css?ver=4.7.1 HTTP/1.1" 200 46364 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
73.231.121.206 - - [24/May/2020:20:08:15 +0000] "POST /wp-admin/install.php?step=1 HTTP/1.1" 200 5979 "http://54.215.185.191/wp-admin/install.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
73.231.121.206 - - [24/May/2020:20:08:15 +0000] "GET /wp-includes/js/zxcvbn-async.min.js?ver=1.0 HTTP/1.1" 200 324 "http://54.215.185.191/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
73.231.121.206 - - [24/May/2020:20:08:15 +0000] "GET /wp-admin/js/password-strength-meter.min.js?ver=4.7.1 HTTP/1.1" 200 784 "http://54.215.185.191/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
73.231.121.206 - - [24/May/2020:20:08:15 +0000] "GET /wp-includes/js/underscore.min.js?ver=1.8.3 HTTP/1.1" 200 16410 "http://54.215.185.191/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
73.231.121.206 - - [24/May/2020:20:08:15 +0000] "GET /wp-includes/js/wp-util.min.js?ver=4.7.1 HTTP/1.1" 200 1046 "http://54.215.185.191/wp-admin/install.php?step=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:76.0) Gecko/20100101 Firefox/76.0"
